COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Getnet WALE,ETH,23.0,16.19,33.59,50.74,1:07.96,1:25.20,1:42.82,2:00.42,2:17.94,2:35.47,2:53.00,3:10.75,3:29.15,3:46.67,4:04.35,4:21.28,4:37.50,4:54.11,5:10.65,5:26.93,5:43.41,6:00.22,6:16.10,6:32.70,6:48.77,7:05.00,7:20.13,7:35.06,7:49.65,8:05.30,8:19.99
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Jean-Simon DESGAGNÉS,CAN,25.0,16.61,34.14,51.68,1:09.05,1:26.11,1:43.79,2:01.07,2:18.74,2:36.30,2:53.65,3:11.46,3:29.26,3:46.95,4:04.38,4:21.69,4:37.94,4:54.75,5:10.92,5:27.56,5:43.62,6:00.24,6:16.42,6:33.36,6:49.36,7:05.49,7:21.12,7:36.00,7:50.64,8:05.93,8:20.04
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Simon Kiprop KOECH,KEN,20.0,16.82,34.43,51.25,1:08.55,1:25.65,1:43.27,2:00.86,2:18.38,2:35.61,2:53.37,3:11.04,3:29.35,3:47.23,4:04.87,4:20.03,4:37.62,4:54.27,5:10.55,5:26.87,5:43.12,5:59.57,6:16.06,6:32.88,6:48.72,7:05.29,7:20.19,7:35.27,7:50.33,8:05.38,8:20.29
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Daniel ARCE,ESP,31.0,17.14,34.60,52.00,1:09.51,1:26.51,1:43.69,2:01.78,2:18.96,2:36.45,2:53.62,3:11.39,3:29.64,3:47.33,4:07.32,4:22.10,4:38.73,4:55.07,5:11.26,5:28.19,5:44.13,6:00.46,6:16.60,6:33.25,6:48.98,7:05.18,7:20.35,7:35.58,7:50.27,8:05.82,8:20.46
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Ryoma AOKI,JPN,26.0,16.77,33.97,51.42,1:08.85,1:25.94,1:43.21,2:01.18,2:18.92,2:36.47,2:53.79,3:11.71,3:29.95,3:47.41,4:05.37,4:21.96,4:38.46,4:55.21,5:11.97,5:28.00,5:44.06,6:00.22,6:16.51,6:32.98,6:49.03,7:05.39,7:20.97,7:36.34,7:51.27,8:06.66,8:20.54
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Mohamed TINDOUFT,MAR,30.0,17.37,34.89,51.89,1:09.27,1:26.47,1:43.34,2:01.41,2:19.12,2:36.17,2:53.43,3:11.44,3:29.76,3:47.64,4:07.47,4:22.20,4:38.83,4:55.45,5:11.22,5:27.75,5:43.96,6:00.69,6:16.52,6:33.08,6:49.39,7:06.08,7:20.45,7:35.15,7:50.03,8:06.07,8:20.67
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Avinash Mukund SABLE,IND,29.0,16.65,33.81,50.94,1:08.08,1:25.30,1:43.01,2:00.53,2:18.14,2:35.66,2:53.38,3:11.26,3:29.60,3:47.46,4:05.29,4:21.60,4:38.14,4:54.36,5:10.78,5:27.22,5:43.44,6:00.53,6:16.13,6:32.43,6:49.00,7:05.28,7:20.78,7:35.68,7:50.31,8:06.41,8:22.24
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Benard KETER,USA,31.0,17.76,35.25,52.59,1:10.10,1:26.87,1:43.85,2:01.29,2:18.71,2:36.03,2:53.95,3:11.73,3:29.51,3:46.78,4:04.54,4:21.43,4:37.83,4:54.29,5:11.44,5:27.30,5:43.48,5:59.95,6:16.29,6:33.04,6:49.06,7:05.23,7:20.56,7:35.94,7:51.28,8:07.65,8:24.20
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Vidar JOHANSSON,SWE,27.0,16.56,33.91,51.11,1:08.45,1:25.63,1:43.01,2:00.77,2:18.50,2:35.92,2:53.28,3:11.06,3:29.45,3:47.06,4:05.26,4:21.55,4:38.34,4:54.99,5:11.06,5:27.94,5:44.31,6:00.81,6:17.12,6:33.70,6:50.03,7:06.66,7:22.68,7:38.54,7:54.48,8:11.02,8:27.21
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Ahmed JAZIRI,TUN,26.0,17.02,34.36,51.58,1:09.00,1:26.33,1:43.52,2:01.56,2:19.22,2:36.67,2:53.86,3:11.83,3:30.01,3:47.69,4:05.57,4:22.25,4:38.41,4:55.06,5:11.26,5:28.12,5:43.66,5:59.93,6:16.36,6:33.26,6:49.36,7:05.69,7:21.10,7:36.49,7:51.60,8:09.29,8:29.81
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Topi RAITANEN,FIN,28.0,17.25,34.71,52.29,1:09.96,1:26.89,1:44.38,2:02.13,2:19.65,2:37.29,2:54.60,3:12.15,3:30.37,3:48.19,4:05.80,4:22.90,4:39.34,4:56.02,5:12.09,5:28.80,5:45.00,6:01.73,6:18.08,6:34.68,6:51.28,7:08.36,7:24.45,7:40.69,7:56.65,8:13.93,8:30.69
outdoor,Budapest (HUN),2023,19 August 2023,21,94,men,3000-metres-steeplechase,heats,1.0,Matthew CLARKE,AUS,28.0,16.28,33.67,50.88,1:08.19,1:25.40,1:42.91,2:00.67,2:18.19,2:35.56,2:53.24,3:10.82,3:29.17,3:47.14,4:04.69,4:21.49,4:38.12,4:54.89,5:11.12,5:27.61,5:44.21,6:01.40,6:17.60,6:34.53,6:51.92,7:09.62,7:26.88,7:44.46,8:02.75,8:22.51,8:40.92
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Kenneth ROOKS,USA,24.0,17.10,35.02,52.53,1:10.02,1:27.48,1:45.52,2:03.53,2:20.69,2:38.04,2:55.39,3:13.11,3:30.43,3:47.02,4:03.86,4:21.16,4:38.01,4:55.49,5:12.07,5:28.97,5:45.83,6:01.87,6:18.11,6:34.85,6:51.23,7:07.75,7:23.03,7:38.07,7:53.30,8:09.00,8:23.66
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Soufiane EL BAKKALI,MAR,28.0,17.91,35.83,53.45,1:10.76,1:28.39,1:46.48,2:04.05,2:21.24,2:38.19,2:55.75,3:12.71,3:29.92,3:46.49,4:03.55,4:20.53,4:37.24,4:54.43,5:11.34,5:28.48,5:45.11,6:01.49,6:18.00,6:34.31,6:50.58,7:07.08,7:22.54,7:37.84,7:53.20,8:08.89,8:23.66
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Mohamed Amin JHINAOUI,TUN,26.0,17.29,36.20,52.99,1:10.35,1:28.08,1:46.08,2:03.93,2:20.98,2:38.59,2:55.77,3:12.98,3:30.18,3:46.72,4:04.94,4:20.94,4:37.53,4:54.72,5:12.98,5:28.41,5:45.29,6:01.70,6:19.84,6:34.63,6:51.13,7:07.74,7:23.00,7:38.29,7:53.80,8:09.75,8:24.20
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Abraham KIBIWOT,KEN,27.0,16.87,34.65,52.06,1:09.18,1:27.08,1:45.18,2:02.60,2:19.58,2:37.11,2:54.80,3:12.25,3:29.39,3:46.07,4:03.44,4:20.24,4:37.21,4:54.50,5:11.36,5:28.35,5:45.07,6:01.29,6:17.90,6:34.29,6:50.57,7:07.14,7:22.76,7:38.01,7:53.28,8:09.26,8:24.31
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Leonard CHEMUTAI,UGA,20.0,17.64,36.09,52.85,1:10.28,1:27.82,1:45.96,2:03.79,2:20.90,2:38.27,2:55.58,3:13.15,3:30.03,3:46.75,4:03.65,4:20.83,4:37.60,4:54.92,5:13.92,5:28.72,5:45.35,6:01.74,6:18.41,6:34.58,6:50.95,7:07.61,7:23.01,7:38.69,7:53.65,8:09.49,8:24.74
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Nahuel CARABAÑA,AND,24.0,17.69,35.43,53.17,1:10.18,1:27.93,1:45.96,2:03.48,2:20.54,2:37.93,2:55.71,3:12.52,3:29.73,3:46.38,4:04.08,4:20.84,4:37.94,4:55.27,5:13.22,5:28.86,5:45.93,6:02.37,6:18.26,6:34.84,6:51.50,7:08.02,7:23.48,7:38.91,7:54.90,8:10.57,8:27.05
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,István PALKOVITS,HUN,23.0,17.81,35.67,53.27,1:10.63,1:28.44,1:46.59,2:04.37,2:21.66,2:38.95,2:58.55,3:13.47,3:29.81,3:46.31,4:03.35,4:20.61,4:37.75,4:55.11,5:13.53,5:29.37,5:44.81,6:01.52,6:18.04,6:34.35,6:51.00,7:07.87,7:24.25,7:40.34,7:56.40,8:13.50,8:29.37
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Abrham SIME,ETH,22.0,17.47,35.09,52.51,1:09.37,1:27.71,1:45.52,2:03.08,2:19.79,2:37.77,2:55.07,3:12.18,3:28.98,3:45.88,4:03.37,4:20.26,4:37.42,4:55.05,5:11.61,5:28.64,5:45.73,6:02.78,6:18.43,6:34.69,6:50.89,7:08.00,7:23.67,7:39.26,7:54.46,8:10.05,8:31.49
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Osama ZOGHLAMI,ITA,29.0,17.54,35.30,52.93,1:09.94,1:27.67,1:45.74,2:03.68,2:20.62,2:38.42,2:55.77,3:13.53,3:30.35,3:47.28,4:03.98,4:21.14,4:37.87,4:55.30,5:11.82,5:29.01,5:45.62,6:02.09,6:18.25,6:35.23,6:51.18,7:08.22,7:24.12,7:40.08,7:56.90,8:15.25,8:33.07
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Salaheddine BEN YAZIDE,MAR,20.0,18.02,35.87,53.62,1:10.85,1:28.49,1:46.22,2:04.15,2:21.34,2:38.64,2:59.80,3:13.31,3:30.72,3:47.29,4:05.22,4:21.33,4:38.02,4:55.53,5:12.18,5:29.10,5:46.17,6:02.83,6:19.12,6:35.68,6:52.16,7:09.15,7:26.48,7:44.10,8:02.16,8:20.91,8:38.14
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Seiya SUNADA,JPN,22.0,16.89,34.76,52.19,1:09.54,1:27.07,1:45.76,2:03.26,2:20.36,2:37.84,2:55.16,3:12.85,3:30.35,3:47.08,4:05.47,4:21.23,4:38.10,4:55.56,5:14.65,5:31.27,5:47.55,6:04.63,6:21.56,6:38.87,6:55.82,7:13.77,7:30.53,7:47.91,8:05.27,8:22.61,8:38.59
outdoor,Budapest (HUN),2023,19 August 2023,22,88,men,3000-metres-steeplechase,heats,2.0,Emil BLOMBERG,SWE,31.0,17.15,34.87,52.42,1:09.90,1:27.11,1:46.55,2:02.88,2:19.84,2:37.39,2:56.58,3:12.56,3:30.06,3:46.11,4:04.99,4:20.58,4:37.49,4:54.69,5:11.99,5:28.80,5:45.55,6:02.62,6:20.58,6:36.22,6:53.70,7:11.32,7:29.68,7:47.73,8:05.83,8:24.37,8:42.33
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Soufiane EL BAKKALI,MAR,28.0,17.72,34.88,52.31,1:09.43,1:26.65,1:44.18,2:01.38,2:17.80,2:35.11,2:51.67,3:08.03,3:23.88,3:40.00,3:56.42,4:12.99,4:28.92,4:45.61,5:02.27,5:18.69,5:34.63,5:50.38,6:05.39,6:20.41,6:35.36,6:50.48,7:05.28,7:19.57,7:33.69,7:48.56,8:03.53
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Lamecha GIRMA,ETH,23.0,17.43,37.67,52.08,1:09.23,1:26.24,1:43.86,2:01.06,2:17.58,2:34.86,2:51.45,3:07.78,3:23.61,3:39.76,3:56.34,4:12.65,4:28.83,4:45.52,5:02.07,5:18.33,5:34.29,5:49.99,6:05.17,6:20.12,6:35.04,6:50.14,7:04.82,7:19.15,7:33.67,7:49.51,8:05.44
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Abraham KIBIWOT,KEN,27.0,16.50,36.13,51.36,1:08.51,1:25.82,1:43.25,2:00.51,2:17.36,2:34.59,2:51.51,3:08.22,3:24.04,3:40.18,3:56.58,4:12.66,4:28.91,4:45.52,5:02.13,5:18.38,5:34.42,5:50.74,6:05.64,6:20.72,6:35.77,6:51.25,7:06.74,7:24.65,7:40.53,7:56.85,8:11.98
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Leonard Kipkemoi BETT,KEN,23.0,17.22,34.07,50.74,1:07.84,1:25.02,1:42.06,1:59.16,2:16.00,2:33.24,2:50.41,3:06.78,3:22.70,3:39.79,3:56.19,4:12.43,4:28.60,4:45.57,5:01.99,5:18.27,5:34.30,5:51.03,6:06.11,6:21.25,6:36.79,6:53.02,7:09.04,7:24.85,7:40.10,7:56.97,8:12.26
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,George BEAMISH,NZL,27.0,16.79,34.26,51.51,1:08.57,1:25.88,1:43.37,2:00.79,2:17.67,2:34.71,2:56.17,3:08.63,3:24.88,3:41.38,3:58.22,4:14.20,4:30.62,4:47.53,5:06.41,5:20.20,5:36.49,5:52.96,6:08.98,6:24.88,6:40.48,6:57.02,7:12.82,7:28.89,7:44.62,8:00.20,8:13.46
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Ryuji MIURA,JPN,21.0,17.62,35.37,52.26,1:09.50,1:26.91,1:44.46,2:01.62,2:18.10,2:35.43,2:51.82,3:08.90,3:25.10,3:41.32,3:57.36,4:13.88,4:29.91,4:46.27,5:02.66,5:19.34,5:35.27,5:51.65,6:07.65,6:22.96,6:38.66,6:54.86,7:10.95,7:26.70,7:42.21,7:58.27,8:13.70
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Simon Kiprop KOECH,KEN,20.0,16.98,34.44,51.50,1:08.40,1:25.80,1:42.95,2:00.16,2:16.96,2:34.27,2:51.45,3:08.15,3:24.14,3:40.47,3:56.72,4:13.17,4:29.10,4:45.73,5:02.36,5:18.54,5:34.50,5:50.54,6:06.25,6:21.92,6:37.87,6:54.25,7:10.36,7:26.37,7:42.65,7:58.91,8:14.37
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Jean-Simon DESGAGNÉS,CAN,25.0,16.52,33.66,50.57,1:07.82,1:25.11,1:47.02,1:59.74,2:16.78,2:33.96,2:51.41,3:07.79,3:24.15,3:40.63,3:57.03,4:13.46,4:29.53,4:46.40,5:04.02,5:19.57,5:35.44,5:52.12,6:10.87,6:24.55,6:40.62,6:57.30,7:13.48,7:29.53,7:45.32,8:01.20,8:15.58
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Daniel ARCE,ESP,31.0,17.62,36.18,52.64,1:10.23,1:27.13,1:44.70,2:01.97,2:18.65,2:35.82,2:52.58,3:09.54,3:25.77,3:42.19,3:58.68,4:15.18,4:31.48,4:48.11,5:04.56,5:21.04,5:37.16,5:53.98,6:10.01,6:26.01,6:42.30,6:58.51,7:14.96,7:30.83,7:46.59,8:02.80,8:18.31
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Getnet WALE,ETH,23.0,16.73,34.08,51.33,1:08.33,1:25.88,1:43.50,2:00.66,2:17.19,2:34.76,2:51.49,3:08.59,3:24.26,3:40.34,3:56.72,4:13.34,4:29.37,4:46.02,5:07.10,5:18.95,5:35.12,5:51.78,6:07.28,6:22.85,6:39.19,6:56.41,7:12.74,7:29.32,7:46.56,8:04.51,8:21.03
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Ryoma AOKI,JPN,26.0,17.01,34.38,51.79,1:09.07,1:26.28,1:44.12,2:01.42,2:18.08,2:35.08,2:52.41,3:08.92,3:25.20,3:41.68,3:58.11,4:14.75,4:30.81,4:46.96,5:03.69,5:20.28,5:36.78,5:53.60,6:10.65,6:27.68,6:45.00,7:02.09,7:18.67,7:35.38,7:52.63,8:09.18,8:24.77
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Simon SUNDSTRÖM,SWE,26.0,16.19,33.37,50.23,1:07.44,1:24.89,1:42.53,1:59.36,2:16.49,2:33.76,2:50.74,3:07.40,3:24.08,3:40.98,3:57.65,4:13.93,4:30.84,4:48.04,5:04.84,5:21.47,5:37.87,5:54.78,6:11.48,6:28.08,6:45.14,7:02.60,7:19.49,7:36.40,7:53.77,8:11.04,8:27.68
outdoor,Budapest (HUN),2023,22 August 2023,28,55,men,3000-metres-steeplechase,final,1.0,Isaac UPDIKE,USA,31.0,17.31,34.87,52.03,1:09.14,1:26.58,1:44.19,2:01.61,2:18.23,2:35.37,2:52.79,3:09.19,3:25.51,3:41.82,3:58.51,4:15.03,4:31.42,4:48.43,5:04.97,5:21.78,5:38.18,5:55.35,6:12.09,6:29.14,6:46.23,7:04.05,7:21.26,7:38.37,7:55.95,8:13.81,8:30.67
outdoor,Budapest (HUN),2023,23 August 2023,29,57,women,3000-metres-steeplechase,heats,1.0,Winfred Mutile YAVI,BRN,24.0,17.57,35.91,54.54,1:13.76,1:33.90,1:53.07,2:12.26,2:32.03,2:51.60,3:10.81,3:30.05,3:48.59,4:07.38,4:26.19,4:44.79,5:03.30,5:21.81,5:40.67,5:59.32,6:17.84,6:36.68,6:55.41,7:14.14,7:33.04,7:51.64,8:09.73,8:27.95,8:45.76,9:03.73,9:19.18
outdoor,Budapest (HUN),2023,23 August 2023,29,57,women,3000-metres-steeplechase,heats,1.0,Beatrice CHEPKOECH,KEN,32.0,17.19,35.61,54.37,1:13.48,1:33.27,1:53.03,2:12.40,2:32.13,2:51.55,3:10.81,3:30.06,3:48.53,4:07.26,4:26.14,4:44.79,5:02.99,5:21.67,5:40.43,5:59.09,6:17.61,6:36.55,6:55.33,7:14.07,7:32.72,7:51.41,8:09.75,8:28.03,8:45.75,9:03.58,9:19.22
outdoor,Budapest (HUN),2023,23 August 2023,29,57,women,3000-metres-steeplechase,heats,1.0,Lomi MULETA,ETH,22.0,17.67,35.94,54.72,1:13.97,1:33.69,1:52.96,2:12.67,2:32.31,2:51.85,3:10.87,3:30.25,3:48.88,4:07.62,4:26.29,4:44.95,5:03.34,5:21.81,5:40.57,5:59.30,6:17.94,6:36.78,6:55.46,7:14.48,7:33.29,7:51.92,8:09.85,8:28.16,8:46.13,9:03.98,9:20.13
outdoor,Budapest (HUN),2023,23 August 2023,29,57,women,3000-metres-steeplechase,heats,1.0,Courtney WAYMENT,USA,25.0,17.84,36.53,55.17,1:14.44,1:33.68,1:53.54,2:12.93,2:32.66,2:51.82,3:11.11,3:30.50,3:49.03,4:05.62,4:26.61,4:45.09,5:03.61,5:22.10,5:40.82,5:59.35,6:18.09,6:36.87,6:55.58,7:14.47,7:33.36,7:51.90,8:09.98,8:28.11,8:46.03,9:03.90,9:20.60
outdoor,Budapest (HUN),2023,23 August 2023,29,57,women,3000-metres-steeplechase,heats,1.0,Marwa BOUZAYANI,TUN,26.0,17.44,35.91,54.94,1:13.98,1:33.72,1:53.28,2:12.81,2:32.37,2:52.08,3:11.15,3:30.48,3:48.99,4:08.01,4:26.63,4:45.28,5:03.87,5:19.40,5:41.04,5:59.75,6:18.44,6:37.32,6:56.17,7:15.02,7:33.85,7:52.47,8:10.75,8:29.05,8:47.41,9:05.89,9:23.07
outdoor,Budapest (HUN),2023,23 August 2023,29,57,women,3000-metres-steeplechase,heats,1.0,Alicja KONIECZEK,POL,29.0,17.71,36.10,54.84,1:14.35,1:33.84,1:53.06,2:13.36,2:32.91,2:52.26,3:11.62,3:31.01,3:49.84,4:08.33,4:26.92,4:45.56,5:03.96,5:22.66,5:41.06,5:59.84,6:18.53,6:37.70,6:56.71,7:15.74,7:35.00,7:54.11,8:12.59,8:30.54,8:48.85,9:06.89,9:23.45
