COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,1.0,John GAY,CAN,26.0,15.71,32.42,50.15,1:07.44,1:24.05,1:41.35,1:58.51,2:15.97,2:32.97,2:49.95,3:07.13,3:24.38,3:41.57,3:58.36,4:15.44,4:32.47,4:49.67,5:06.26,5:23.60,5:40.77,5:57.54,6:13.74,6:30.64,6:46.82,7:03.27,7:19.44,7:36.09,7:53.01,8:10.48,8:27.02
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,1.0,Ben BUCKINGHAM,AUS,31.0,16.30,33.01,50.41,1:07.68,1:24.36,1:41.39,1:58.86,2:16.03,2:33.63,2:50.53,3:07.88,3:25.06,3:42.15,3:58.90,4:16.09,4:33.01,4:50.36,5:07.08,5:24.28,5:40.77,5:57.79,6:14.13,6:31.15,6:48.13,7:05.18,7:21.60,7:38.72,7:55.28,8:12.86,8:29.15
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,1.0,Kosei YAMAGUCHI,JPN,31.0,15.76,32.49,49.48,1:06.71,1:23.34,1:40.82,1:57.82,2:15.18,2:32.48,2:49.64,3:06.60,3:24.03,3:41.47,3:58.30,4:15.62,4:32.95,4:50.07,5:06.60,5:24.16,5:40.53,5:58.16,6:14.69,6:31.75,6:48.19,7:04.96,7:22.48,7:40.24,7:57.80,8:15.14,8:30.92
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,1.0,Bilal TABTI,ALG,29.0,16.35,32.98,50.07,1:07.57,1:24.16,1:41.47,1:58.88,2:16.21,2:33.39,2:50.35,3:07.61,3:24.85,3:42.24,3:59.15,4:16.14,4:33.42,4:50.89,5:07.73,5:24.87,5:40.43,5:59.77,6:17.14,6:34.72,6:52.19,7:10.10,7:27.99,7:45.75,8:03.57,8:21.30,8:38.45
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,1.0,Frederik RUPPERT,GER,25.0,16.17,32.99,50.27,1:07.01,1:23.95,1:41.06,1:58.46,2:15.96,2:33.46,2:50.45,3:07.62,3:25.01,3:42.46,3:59.26,4:16.43,4:33.75,4:51.09,5:08.29,5:25.69,5:43.31,6:01.19,6:19.01,6:37.14,6:55.47,7:13.90,7:32.49,7:50.99,8:09.47,8:27.79,8:45.55
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Lamecha GIRMA,ETH,22.0,17.62,34.49,52.54,1:09.81,1:26.42,1:42.75,1:59.60,2:16.45,2:33.20,2:49.66,3:07.35,3:25.13,3:43.11,4:01.25,4:18.95,4:35.85,4:52.55,5:08.57,5:25.24,5:40.88,5:57.01,6:13.15,6:29.67,6:46.15,7:02.20,7:18.60,7:35.00,7:50.03,8:05.41,8:19.64
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Conseslus KIPRUTO,KEN,28.0,17.02,33.38,51.38,1:08.60,1:25.40,1:41.95,1:58.89,2:15.61,2:32.41,2:49.04,3:07.07,3:24.94,3:42.98,4:01.11,4:19.04,4:35.56,4:52.01,5:08.87,5:25.82,5:41.59,5:57.62,6:13.62,6:30.27,6:46.65,7:02.96,7:19.22,7:35.49,7:50.28,8:05.91,8:20.12
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Hillary BOR,USA,33.0,16.51,33.54,51.04,1:08.19,1:24.90,1:41.75,1:58.54,2:15.37,2:32.04,2:48.83,3:06.78,3:24.86,3:42.80,4:01.00,4:18.73,4:35.17,4:52.01,5:08.65,5:25.60,5:41.28,5:57.11,6:13.23,6:29.90,6:46.37,7:02.35,7:18.71,7:35.08,7:50.24,8:05.56,8:20.18
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Mehdi BELHADJ,FRA,27.0,16.54,33.69,51.35,1:08.85,1:25.42,1:42.05,1:58.95,2:15.93,2:32.85,2:49.19,3:06.83,3:24.87,3:42.73,4:00.86,4:18.55,4:35.30,4:52.28,5:08.94,5:26.16,5:42.19,5:58.01,6:13.78,6:30.57,6:47.05,7:03.06,7:19.57,7:35.43,7:50.26,8:05.47,8:20.47
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Ryuji MIURA,JPN,20.0,16.74,33.86,51.79,1:09.20,1:23.97,1:42.17,1:59.23,2:16.10,2:32.59,2:49.25,3:07.09,3:24.94,3:42.81,4:00.97,4:18.54,4:35.30,4:52.33,5:08.84,5:25.69,5:41.85,5:57.72,6:13.99,6:30.99,6:47.37,7:03.76,7:19.92,7:36.06,7:51.34,8:07.03,8:21.80
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Edward TRIPPAS,AUS,24.0,17.28,34.21,52.28,1:10.12,1:26.87,1:43.77,2:00.80,2:17.83,2:34.53,2:51.05,3:08.13,3:25.95,3:43.86,4:01.66,4:19.79,4:37.13,4:53.72,5:10.09,5:27.06,5:43.64,5:59.76,6:16.14,6:32.73,6:48.90,7:04.69,7:20.49,7:36.68,7:52.47,8:08.36,8:23.83
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Mohamed ISMAIL,DJI,26.0,16.17,33.38,51.52,1:08.95,1:26.16,1:42.38,1:59.19,2:16.38,2:33.28,2:49.73,3:07.24,3:25.08,3:43.18,4:01.04,4:18.77,4:35.52,4:52.41,5:08.96,5:26.03,5:42.42,5:58.79,6:15.20,6:32.00,6:48.53,7:05.07,7:21.21,7:37.80,7:54.30,8:10.84,8:25.85
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Tom Erling KÅRBØ,NOR,33.0,17.74,34.58,52.65,1:10.36,1:27.42,1:44.28,2:01.13,2:17.93,2:34.81,2:51.56,3:08.45,3:26.20,3:43.95,4:01.74,4:19.75,4:36.85,4:53.75,5:10.27,5:27.20,5:43.92,6:00.29,6:16.67,6:33.50,6:50.01,7:06.61,7:22.70,7:38.94,7:54.82,8:11.05,8:26.12
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Hichem BOUCHICHA,ALG,33.0,16.69,33.74,51.85,1:09.45,1:26.25,1:42.84,1:59.87,2:16.61,2:33.62,2:50.15,3:06.78,3:25.30,3:43.23,4:01.27,4:19.26,4:36.08,4:52.76,5:09.12,5:26.35,5:42.48,5:59.11,6:15.60,6:32.30,6:49.25,7:06.00,7:22.72,7:35.08,7:56.05,8:12.32,8:27.39
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Ahmed JAZIRI,TUN,25.0,17.36,34.33,52.56,1:10.24,1:26.83,1:43.63,2:00.58,2:17.13,2:34.07,2:50.66,3:07.39,3:25.51,3:43.39,4:01.46,4:19.56,4:36.35,4:52.84,5:09.47,5:26.74,5:43.16,5:59.69,6:16.46,6:33.17,6:49.76,7:06.48,7:23.04,7:40.22,7:56.69,8:12.93,8:28.28
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Víctor RUIZ,ESP,29.0,17.02,34.00,52.08,1:09.69,1:26.90,1:43.37,2:00.21,2:16.95,2:33.85,2:50.26,3:07.74,3:25.68,3:43.78,4:01.85,4:20.15,4:37.19,4:53.92,5:10.05,5:27.60,5:44.02,6:00.59,6:16.97,6:34.39,6:51.49,7:08.84,7:26.27,7:44.02,8:01.43,8:18.47,8:33.42
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Ryan SMEETON,CAN,24.0,16.98,33.79,51.51,1:09.35,1:26.41,1:43.46,2:00.48,2:17.65,2:34.46,2:51.15,3:08.06,3:25.77,3:43.84,4:01.44,4:19.36,4:36.43,4:53.33,5:10.08,5:26.84,5:43.68,6:00.21,6:16.91,6:34.07,6:51.20,7:08.73,7:26.12,7:43.79,8:01.00,8:18.45,8:33.51
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Salaheddine BEN YAZIDE,MAR,19.0,17.47,34.39,52.26,1:10.01,1:26.95,1:43.21,1:59.92,2:16.95,2:33.77,2:50.39,3:07.39,3:25.41,3:43.39,4:01.57,4:19.58,4:36.78,4:53.27,5:10.05,5:27.36,5:44.25,6:01.07,6:17.59,6:34.81,6:52.11,7:09.71,7:27.53,7:45.68,8:04.05,8:21.61,8:38.46
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,2.0,Carlos Andres SAN MARTIN,COL,29.0,17.76,34.17,51.97,1:09.81,1:27.29,1:44.35,2:01.14,2:18.12,2:34.90,2:51.49,3:08.29,3:25.74,3:43.52,4:01.17,4:19.09,4:36.42,4:54.64,5:12.12,5:29.49,5:46.73,6:04.02,6:21.68,6:39.61,6:57.61,7:15.55,7:34.00,7:53.01,8:11.87,8:30.60,8:48.66
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Hailemariyam AMARE,ETH,25.0,17.12,33.91,51.18,1:08.61,1:25.39,1:42.50,2:00.01,2:17.30,2:34.70,2:51.90,3:09.13,3:26.29,3:43.44,4:00.44,4:17.75,4:34.71,4:51.35,5:07.73,5:24.55,5:40.40,5:56.37,6:12.22,6:28.78,6:44.64,7:00.37,7:15.81,7:31.79,7:47.25,8:02.88,8:18.34
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Evan JAGER,USA,33.0,16.67,33.12,49.97,1:06.79,1:23.84,1:41.39,1:58.51,2:15.73,2:33.21,2:50.47,3:07.70,3:24.93,3:42.43,3:59.29,4:16.37,4:33.76,4:50.24,5:07.06,5:23.50,5:39.79,5:55.87,6:12.02,6:28.42,6:44.33,7:00.12,7:15.83,7:31.78,7:47.34,8:02.89,8:18.44
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Avinash Mukund SABLE,IND,28.0,16.30,32.97,49.72,1:06.62,1:23.76,1:41.31,1:58.39,2:15.59,2:33.14,2:50.33,3:07.44,3:24.88,3:42.35,3:59.21,4:16.33,4:34.19,4:51.11,5:07.31,5:24.30,5:40.69,5:56.80,6:12.34,6:29.54,6:45.14,7:01.16,7:16.59,7:32.46,7:47.86,8:03.95,8:18.75
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Yemane HAILESELASSIE,ERI,24.0,17.12,33.88,51.15,1:08.87,1:26.01,1:42.03,1:59.46,2:16.85,2:33.87,2:51.02,3:08.25,3:25.56,3:43.13,3:59.82,4:17.09,4:34.20,4:50.68,5:07.45,5:24.24,5:40.31,5:56.25,6:12.34,6:29.09,6:44.63,7:00.46,7:15.82,7:32.23,7:47.46,8:04.22,8:18.75
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Daniel ARCE,ESP,30.0,17.31,33.89,51.09,1:07.93,1:24.55,1:41.81,1:59.03,2:16.24,2:33.63,2:51.00,3:08.11,3:25.39,3:42.76,3:59.84,4:16.82,4:34.27,4:50.88,5:07.10,5:23.83,5:40.08,5:55.96,6:12.22,6:29.07,6:44.81,7:00.60,7:15.82,7:32.35,7:48.54,8:05.08,8:21.06
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Mohamed Amin JHINAOUI,TUN,25.0,16.67,33.44,50.55,1:07.73,1:24.38,1:41.81,1:59.10,2:16.28,2:33.48,2:50.85,3:07.96,3:25.28,3:42.60,3:59.62,4:16.67,4:34.05,4:51.00,5:07.52,5:24.42,5:40.83,5:56.86,6:13.03,6:29.81,6:45.86,7:02.18,7:15.83,7:35.14,7:51.17,8:06.99,8:22.00
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Benjamin KIGEN,KEN,29.0,16.89,33.43,50.39,1:07.40,1:24.20,1:41.74,1:58.93,2:16.19,2:33.39,2:50.72,3:07.99,3:25.12,3:42.58,3:59.54,4:16.71,4:33.88,4:50.50,5:07.20,5:23.94,5:40.73,5:56.67,6:12.02,6:29.06,6:45.08,7:00.75,7:15.83,7:32.22,7:47.37,8:05.09,8:22.52
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Karl BEBENDORF,GER,26.0,16.77,33.76,50.87,1:08.04,1:24.77,1:42.17,1:59.78,2:17.40,2:34.13,2:51.26,3:08.69,3:25.81,3:43.18,4:00.14,4:17.38,4:34.58,4:51.93,5:08.58,5:24.91,5:41.19,5:57.03,6:13.39,6:30.08,6:46.17,7:02.29,7:18.22,7:34.73,7:51.56,8:08.58,8:25.73
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Jacob BOUTERA,NOR,26.0,16.87,33.61,50.77,1:07.80,1:24.69,1:41.96,1:59.36,2:16.92,2:33.39,2:50.72,3:08.50,3:25.71,3:43.04,3:59.79,4:17.25,4:34.59,4:51.74,5:08.17,5:24.95,5:41.49,5:57.64,6:12.51,6:30.74,6:47.24,7:03.67,7:20.91,7:38.71,7:56.57,8:14.31,8:31.47
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Vidar JOHANSSON,SWE,26.0,17.45,34.07,51.34,1:08.64,1:25.25,1:42.54,1:59.89,2:17.45,2:34.44,2:51.77,3:09.11,3:26.06,3:43.59,4:00.72,4:18.15,4:35.05,4:51.80,5:08.68,5:25.84,5:42.84,5:59.86,6:16.98,6:34.19,6:51.34,7:08.26,7:25.25,7:42.56,7:59.98,8:16.95,8:33.51
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Ryoma AOKI,JPN,25.0,17.23,33.78,50.98,1:08.34,1:25.11,1:42.39,1:59.67,2:17.11,2:34.05,2:51.40,3:08.70,3:26.04,3:43.32,4:00.37,4:17.55,4:34.50,4:51.49,5:08.35,5:25.45,5:42.19,5:58.60,6:15.67,6:33.24,6:50.36,7:08.16,7:25.64,7:43.17,8:01.29,8:18.33,8:33.89
outdoor,Oregon (USA),2022,15 July 2022,28,35,men,3000-metres-steeplechase,heats,3.0,Topi RAITANEN,FIN,26.0,17.81,34.51,51.80,1:09.17,1:26.40,1:43.04,2:00.50,2:17.90,2:35.10,2:52.42,3:09.61,3:26.73,3:44.03,4:01.24,4:18.51,4:35.61,4:52.91,5:09.88,5:27.14,5:44.35,6:01.45,6:19.14,6:36.82,6:54.70,7:13.02,7:31.16,7:49.84,8:08.10,8:26.15,8:43.01
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Norah JERUTO,KAZ,27.0,16.93,33.57,50.75,1:08.55,1:26.26,1:44.30,2:02.83,2:21.57,2:40.72,2:58.91,3:17.65,3:36.33,3:55.49,4:13.51,4:31.64,4:49.63,5:07.87,5:25.29,5:42.76,6:00.89,6:19.32,6:37.09,6:55.59,7:13.84,7:32.45,7:50.28,8:08.68,8:26.41,8:44.70,9:01.54
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Werkuha GETACHEW,ETH,27.0,17.37,33.82,51.13,1:09.09,1:26.82,1:44.67,2:03.20,2:21.94,2:41.04,2:59.39,3:18.17,3:36.60,3:55.50,4:13.89,4:32.14,4:50.60,5:09.59,5:28.06,5:47.03,6:06.18,6:25.24,6:44.31,7:03.17,7:22.39,7:40.49,7:58.48,8:16.77,8:34.80,8:53.74,9:11.25
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Marwa BOUZAYANI,TUN,25.0,18.32,34.69,52.27,1:10.01,1:27.97,1:45.89,2:04.30,2:22.86,2:41.96,3:00.53,3:19.53,3:38.50,3:57.24,4:16.03,4:35.06,4:53.87,5:12.08,5:30.99,5:50.02,6:08.62,6:27.34,6:45.53,7:04.06,7:21.98,7:40.17,7:58.60,8:17.41,8:35.92,8:54.49,9:12.14
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Emma COBURN,USA,32.0,16.93,33.68,50.94,1:08.88,1:26.60,1:44.59,2:03.03,2:21.77,2:40.90,2:59.32,3:18.08,3:36.92,3:55.99,4:14.49,4:32.61,4:51.10,5:09.70,5:27.98,5:46.63,6:05.88,6:24.80,6:43.93,7:03.04,7:22.30,7:40.90,7:59.12,8:17.50,8:36.35,8:56.14,9:15.19
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Elizabeth BIRD,GBR,28.0,17.16,33.89,51.49,1:09.46,1:27.34,1:45.22,2:03.03,2:22.39,2:41.34,3:00.13,3:18.81,3:37.60,3:56.63,4:15.44,4:34.60,4:53.72,5:12.94,5:31.33,5:50.23,6:09.18,6:28.33,6:47.40,7:07.44,7:27.04,7:47.27,8:06.88,8:26.11,8:45.46,9:05.13,9:23.17
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Jackline CHEPKOECH,KEN,19.0,17.00,33.60,50.75,1:08.64,1:26.38,1:44.41,2:02.85,2:21.84,2:40.80,2:59.17,3:18.00,3:37.01,3:56.40,4:15.42,4:33.97,4:52.67,5:11.58,5:30.32,5:49.55,6:08.77,6:28.29,6:48.32,7:07.16,7:26.41,7:46.86,8:06.69,8:27.05,8:46.87,9:07.15,9:27.50
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Belén CASETTA,ARG,28.0,17.35,34.00,51.78,1:09.98,1:28.03,1:46.67,2:05.16,2:24.53,2:43.35,3:02.54,3:21.75,3:41.24,4:00.53,4:19.90,4:39.26,4:59.02,5:18.32,5:37.93,5:57.61,6:17.75,6:37.22,6:56.92,7:16.82,7:36.83,7:56.20,8:15.56,8:34.63,8:53.02,9:11.18,9:29.05
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Shuangshuang XU,CHN,26.0,17.54,34.32,52.15,1:10.57,1:29.41,1:48.72,2:07.83,2:27.62,2:47.70,3:07.21,3:26.86,3:46.78,4:06.48,4:25.81,4:45.20,5:04.99,5:24.61,5:44.01,6:03.57,6:23.23,6:42.81,7:02.39,7:22.30,7:41.88,8:01.83,8:21.35,8:41.91,9:01.48,9:20.75,9:39.17
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Simone FERRAZ,BRA,32.0,18.11,35.25,53.31,1:12.17,1:31.63,1:50.94,2:10.10,2:29.51,2:49.55,3:08.57,3:28.12,3:47.85,4:07.43,4:26.79,4:46.55,5:06.52,5:27.04,5:47.10,6:07.51,6:28.17,6:48.81,7:09.07,7:29.92,7:50.42,8:11.60,8:32.70,8:53.29,9:13.24,9:34.13,9:53.52
outdoor,Oregon (USA),2022,16 July 2022,18,83,women,3000-metres-steeplechase,heats,1.0,Nilani RATHNAYAKA,SRI,32.0,18.62,34.99,52.78,1:11.31,1:31.05,1:49.38,2:08.67,2:27.83,2:47.69,3:07.29,3:26.96,3:47.28,4:07.55,4:26.86,4:46.52,5:06.63,5:27.43,5:47.65,6:08.21,6:28.76,6:49.39,7:09.43,7:30.15,7:50.50,8:12.14,8:32.87,8:52.80,9:13.43,9:34.97,9:54.10
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Alice FINOT,FRA,31.0,18.11,36.52,55.02,1:14.14,1:32.04,1:51.46,2:10.74,2:29.85,2:48.43,3:07.51,3:26.45,3:44.82,4:03.66,4:22.27,4:41.31,4:59.92,5:19.45,5:37.96,5:57.31,6:16.03,6:34.88,6:53.36,7:13.02,7:31.09,7:49.86,8:07.38,8:24.90,8:42.05,8:59.13,9:14.34
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Mekides ABEBE,ETH,21.0,17.84,36.31,54.99,1:13.89,1:32.23,1:51.29,2:10.34,2:29.27,2:47.90,3:07.30,3:25.80,3:44.39,4:03.30,4:22.04,4:41.08,4:59.52,5:18.62,5:37.57,5:56.75,6:15.68,6:34.47,6:53.09,7:12.51,7:30.70,7:49.35,8:06.79,8:24.67,8:41.69,8:59.10,9:14.83
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Luiza GEGA,ALB,34.0,17.88,36.18,54.61,1:13.46,1:32.48,1:51.24,2:10.01,2:28.98,2:47.74,3:06.95,3:25.53,3:44.32,4:03.00,4:21.75,4:40.79,4:59.59,5:19.32,5:37.84,5:57.18,6:15.73,6:34.68,6:53.34,7:12.87,7:30.99,7:49.69,8:07.29,8:25.23,8:42.12,8:59.54,9:14.91
