COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Courtney WAYMENT,USA,24.0,18.29,36.69,55.18,1:13.96,1:32.38,1:51.40,2:10.63,2:29.38,2:48.15,3:07.54,3:26.10,3:44.63,4:03.47,4:22.25,4:41.18,4:59.81,5:19.04,5:37.72,5:57.04,6:15.78,6:34.62,6:53.25,7:12.72,7:30.84,7:49.43,8:06.92,8:24.50,8:41.72,8:59.31,9:14.95
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Peruth CHEMUTAI,UGA,23.0,17.56,36.09,54.29,1:13.14,1:31.58,1:51.14,2:09.96,2:28.81,2:47.66,3:06.84,3:25.52,3:44.02,4:02.68,4:21.77,4:40.62,4:59.40,5:18.51,5:37.38,5:56.50,6:15.57,6:34.37,6:53.08,7:12.48,7:30.79,7:49.59,8:07.15,8:24.69,8:41.97,8:59.53,9:16.66
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Aimee PRATT,GBR,25.0,18.48,37.02,55.74,1:14.66,1:33.07,1:51.86,2:11.11,2:30.36,2:48.47,3:07.67,3:26.52,3:45.21,4:03.92,4:22.46,4:41.48,5:00.42,5:19.74,5:38.62,5:57.71,6:16.59,6:35.51,6:53.97,7:13.35,7:31.39,7:49.68,8:06.70,8:24.50,8:42.82,9:01.22,9:18.91
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Gesa Felicitas KRAUSE,GER,30.0,18.59,36.80,55.62,1:14.66,1:32.98,1:52.26,2:11.36,2:30.51,2:48.96,3:08.07,3:27.08,3:46.00,4:04.71,4:23.17,4:42.01,5:00.74,5:19.88,5:38.74,5:58.06,6:17.03,6:36.16,6:54.37,7:13.58,7:32.53,7:51.42,8:09.77,8:28.14,8:46.57,9:04.42,9:21.02
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Chiara SCHERRER,SUI,26.0,18.41,36.86,55.47,1:14.50,1:32.86,1:51.79,2:11.06,2:30.29,2:48.56,3:07.76,3:26.64,3:45.46,4:03.98,4:22.75,4:41.65,5:00.67,5:19.39,5:38.62,5:57.40,6:16.66,6:35.29,6:53.96,7:13.22,7:31.65,7:50.46,8:08.78,8:27.44,8:45.82,9:04.17,9:22.15
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Irene SÁNCHEZ-ESCRIBANO,ESP,30.0,18.13,36.54,55.33,1:14.17,1:32.62,1:51.65,2:10.89,2:29.84,2:48.79,3:07.87,3:26.86,3:45.52,4:04.32,4:22.81,4:42.05,5:00.91,5:20.05,5:38.97,5:57.92,6:16.74,6:35.74,6:54.35,7:13.71,7:31.82,7:50.53,8:08.87,8:27.57,8:46.15,9:05.55,9:23.94
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Grace FETHERSTONHAUGH,CAN,22.0,19.09,37.52,56.34,1:15.35,1:34.48,1:53.34,2:12.18,2:31.63,2:50.81,3:10.11,3:29.28,3:48.92,4:08.39,4:28.03,4:47.64,5:07.68,5:27.84,5:47.44,6:07.01,6:26.98,6:47.19,7:07.43,7:27.80,7:48.14,8:08.71,8:28.77,8:49.37,9:09.64,9:30.31,9:49.85
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,2.0,Carolina LOZANO,ARG,26.0,19.32,37.69,56.69,1:15.96,1:35.41,1:54.60,2:13.78,2:33.10,2:53.21,3:13.07,3:33.04,3:53.28,4:14.06,4:34.16,4:54.30,5:14.69,5:35.82,5:56.39,6:17.24,6:38.03,6:59.83,7:20.59,7:41.73,8:02.33,8:23.59,8:43.83,9:04.29,9:24.14,9:44.81,10:03.51
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,3.0,Celliphine Chepteek CHESPOL,KEN,23.0,18.24,35.93,53.56,1:12.94,1:31.74,1:50.90,2:10.33,2:29.49,2:48.81,3:07.62,3:26.59,3:45.24,4:04.34,4:23.01,4:42.39,5:01.45,5:20.27,5:38.99,5:57.73,6:16.47,6:35.60,6:54.39,7:13.34,7:32.26,7:51.08,8:09.09,8:26.68,8:43.31,9:00.33,9:16.78
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,3.0,Sembo ALMAYEW,ETH,17.0,17.93,35.46,53.56,1:12.07,1:31.18,1:50.30,2:09.78,2:29.04,2:48.49,3:07.33,3:26.00,3:45.05,4:04.50,4:23.47,4:42.80,5:01.68,5:20.76,5:39.22,5:58.56,6:17.13,6:35.99,6:54.56,7:13.87,7:32.77,7:51.65,8:09.56,8:28.41,8:45.49,9:03.72,9:21.10
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,3.0,Daisy JEPKEMEI,KAZ,26.0,17.88,35.42,53.56,1:11.99,1:31.12,1:50.27,2:09.66,2:28.96,2:48.73,3:07.58,3:26.87,3:45.59,4:04.83,4:23.37,4:42.81,5:01.89,5:20.96,5:39.20,5:58.40,6:17.00,6:36.16,6:54.70,7:14.05,7:32.98,7:51.73,8:09.51,8:27.96,8:46.11,9:04.90,9:23.07
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,3.0,Nataliya STREBKOVA,UKR,27.0,18.61,36.48,53.27,1:13.85,1:32.94,1:52.02,2:11.22,2:30.62,2:49.68,3:08.74,3:27.74,3:46.53,4:05.90,4:24.32,4:42.89,5:02.62,5:21.84,5:40.49,5:59.34,6:18.15,6:37.06,6:55.59,7:14.81,7:33.75,7:52.79,8:11.71,8:31.15,8:50.12,9:09.19,9:25.85
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,3.0,Tatiane Raquel DA SILVA,BRA,32.0,18.05,36.00,54.33,1:13.39,1:32.10,1:51.49,2:10.71,2:30.08,2:49.26,3:08.17,3:27.22,3:45.96,4:05.24,4:23.76,4:42.89,5:02.39,5:21.36,5:40.13,5:59.13,6:18.28,6:37.36,6:56.12,7:15.28,7:34.35,7:53.57,8:12.97,8:31.63,8:51.22,9:09.31,9:26.25
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,3.0,Carolina ROBLES,ESP,31.0,18.36,36.15,53.56,1:13.48,1:32.28,1:51.60,2:10.71,2:29.72,2:49.21,3:08.02,3:27.06,3:45.69,4:05.23,4:23.88,4:42.80,5:02.15,5:21.51,5:40.12,5:58.56,6:17.57,6:36.62,6:55.19,7:14.43,7:33.34,7:52.55,8:11.45,8:30.68,8:50.05,9:09.82,9:28.24
outdoor,Oregon (USA),2022,16 July 2022,19,81,women,3000-metres-steeplechase,heats,3.0,Ceili MCCABE,CAN,21.0,18.41,36.31,53.27,1:14.43,1:33.12,1:51.89,2:11.13,2:30.25,2:49.57,3:08.72,3:27.91,3:46.53,4:06.17,4:23.88,4:42.80,5:03.63,5:22.84,5:41.89,6:01.12,6:24.18,6:42.12,7:01.27,7:21.21,7:40.83,8:00.56,8:19.49,8:38.47,8:57.05,9:15.35,9:32.73
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Soufiane EL BAKKALI,MAR,27.0,15.81,32.92,50.78,1:09.52,1:27.62,1:46.25,2:05.23,2:23.85,2:41.97,2:59.14,3:15.73,3:32.57,3:50.10,4:07.03,4:25.46,4:43.31,5:01.18,5:19.02,5:36.19,5:53.44,6:10.30,6:26.33,6:42.73,6:58.09,7:13.48,7:27.78,7:42.86,7:57.11,8:11.45,8:25.13
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Lamecha GIRMA,ETH,22.0,17.18,34.13,52.00,1:10.47,1:28.49,1:46.83,2:05.80,2:24.40,2:42.03,2:58.01,3:14.64,3:31.78,3:49.48,4:06.70,4:25.06,4:43.01,5:01.08,5:18.93,5:36.53,5:53.53,6:10.46,6:26.62,6:42.99,6:58.27,7:13.68,7:27.92,7:43.24,7:57.22,8:11.96,8:26.01
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Conseslus KIPRUTO,KEN,28.0,15.78,32.82,50.66,1:09.24,1:27.09,1:45.63,2:04.44,2:23.01,2:41.39,2:58.31,3:15.21,3:31.70,3:49.58,4:06.79,4:24.80,4:42.89,5:00.64,5:18.25,5:35.40,5:52.44,6:09.39,6:25.36,6:41.58,6:57.62,7:13.08,7:27.66,7:42.63,7:56.68,8:12.11,8:27.92
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Getnet WALE,ETH,22.0,16.06,33.33,51.29,1:10.11,1:27.48,1:45.99,2:04.66,2:23.30,2:41.39,2:58.63,3:15.38,3:32.14,3:49.72,4:06.96,4:24.94,4:42.99,5:00.69,5:18.31,5:35.44,5:52.68,6:09.43,6:25.30,6:41.48,6:57.52,7:12.89,7:27.31,7:42.44,7:56.67,8:12.54,8:28.68
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Abraham KIBIWOT,KEN,26.0,16.24,33.34,51.23,1:09.71,1:27.55,1:46.17,2:04.89,2:23.70,2:41.55,2:59.01,3:15.96,3:32.80,3:50.49,4:07.29,4:25.19,4:43.07,5:00.84,5:18.67,5:36.03,5:53.17,6:09.92,6:26.13,6:42.50,6:58.17,7:13.94,7:28.45,7:43.38,7:58.52,8:14.76,8:28.95
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Evan JAGER,USA,33.0,16.51,33.44,51.04,1:09.12,1:26.95,1:45.52,2:04.20,2:22.94,2:41.14,2:58.29,3:15.32,3:32.16,3:49.78,4:06.97,4:25.29,4:43.24,5:01.19,5:18.72,5:35.81,5:52.89,6:09.74,6:25.67,6:42.05,6:57.99,7:13.62,7:28.31,7:43.70,7:58.80,8:14.47,8:29.08
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Yemane HAILESELASSIE,ERI,24.0,16.08,33.17,51.34,1:09.91,1:27.86,1:46.08,2:04.87,2:23.61,2:41.62,2:58.62,3:15.82,3:32.69,3:50.35,4:07.38,4:25.69,4:43.65,5:01.62,5:18.87,5:36.19,5:53.31,6:09.92,6:25.96,6:42.51,6:57.61,7:12.61,7:27.02,7:42.18,7:58.13,8:13.94,8:29.40
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Hillary BOR,USA,33.0,15.97,33.00,50.74,1:09.52,1:27.22,1:45.70,2:04.49,2:23.11,2:41.26,2:58.21,3:14.85,3:31.94,3:49.56,4:06.79,4:24.89,4:42.97,5:00.78,5:18.44,5:35.61,5:52.71,6:09.47,6:25.53,6:41.89,6:57.65,7:12.96,7:27.79,7:43.32,7:58.74,8:14.31,8:29.77
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Daniel ARCE,ESP,30.0,17.15,34.13,52.00,1:10.48,1:28.21,1:46.97,2:05.81,2:24.32,2:42.39,2:59.59,3:16.65,3:33.68,3:51.18,4:08.07,4:26.17,4:43.69,5:01.51,5:19.06,5:36.70,5:52.76,6:09.56,6:25.43,6:41.85,6:57.78,7:13.50,7:28.19,7:43.51,7:58.46,8:14.23,8:30.05
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Hailemariyam AMARE,ETH,25.0,16.51,33.43,51.50,1:10.21,1:28.08,1:46.33,2:05.20,2:23.89,2:41.89,2:58.79,3:16.05,3:32.67,3:50.12,4:07.15,4:25.49,4:43.51,5:01.28,5:18.55,5:35.89,5:52.93,6:09.62,6:25.60,6:42.19,6:57.84,7:13.30,7:27.61,7:42.46,7:58.54,8:14.46,8:31.54
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Avinash Mukund SABLE,IND,28.0,16.84,33.90,51.51,1:10.05,1:27.85,1:46.59,2:05.51,2:24.01,2:42.35,2:59.46,3:16.43,3:33.40,3:50.66,4:07.47,4:25.67,4:43.80,5:01.70,5:19.25,5:36.84,5:53.72,6:10.64,6:26.85,6:43.34,6:59.54,7:14.86,7:29.60,7:44.87,8:00.00,8:16.03,8:31.75
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Ahmed ABDELWAHED,ITA,26.0,16.77,33.82,51.83,1:10.29,1:28.19,1:46.55,2:05.54,2:23.78,2:42.20,2:59.27,3:16.44,3:33.34,3:51.02,4:08.04,4:26.24,4:44.04,5:01.81,5:19.43,5:37.17,5:53.77,6:10.73,6:26.92,6:43.47,6:59.28,7:15.35,7:30.70,7:46.53,8:02.31,8:18.85,8:33.43
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Mehdi BELHADJ,FRA,27.0,15.97,33.16,51.07,1:09.63,1:27.33,1:45.90,2:04.63,2:23.24,2:41.49,2:58.70,3:15.48,3:32.35,3:49.92,4:06.90,4:25.11,4:43.04,5:00.93,5:18.52,5:35.55,5:52.55,6:09.55,6:25.31,6:41.71,6:57.97,7:13.25,7:28.19,7:43.99,8:00.00,8:17.09,8:34.49
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Sebastián MARTOS,ESP,33.0,16.22,32.79,50.65,1:09.05,1:26.87,1:45.44,2:04.12,2:22.84,2:41.04,2:58.04,3:15.53,3:32.42,3:50.24,4:07.63,4:25.87,4:43.89,5:01.31,5:18.39,5:35.81,5:52.45,6:09.39,6:25.75,6:42.90,6:59.59,7:16.06,7:31.69,7:48.25,8:05.22,8:21.84,8:36.66
outdoor,Oregon (USA),2022,18 July 2022,26,43,men,3000-metres-steeplechase,final,1.0,Leonard Kipkemoi BETT,KEN,22.0,16.60,33.73,51.79,1:10.42,1:28.09,1:46.68,2:05.48,2:24.26,2:42.63,2:59.23,3:16.08,3:32.94,3:50.81,4:07.64,4:26.01,4:43.63,5:01.41,5:19.19,5:36.54,5:53.30,6:10.16,6:26.29,6:43.18,7:00.71,7:16.60,7:31.67,7:48.91,8:05.73,8:22.37,8:36.74
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Norah JERUTO,KAZ,27.0,16.51,33.45,50.98,1:08.48,1:25.78,1:43.51,2:01.87,2:20.27,2:39.02,2:57.72,3:16.54,3:34.38,3:52.49,4:10.26,4:28.33,4:46.89,5:05.08,5:22.75,5:39.99,5:58.29,6:16.50,6:33.74,6:51.58,7:09.67,7:28.75,7:46.44,8:03.73,8:20.45,8:37.58,8:53.02
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Werkuha GETACHEW,ETH,27.0,17.21,33.84,51.66,1:09.79,1:27.44,1:44.62,2:02.52,2:20.75,2:39.66,2:58.15,3:17.04,3:35.04,3:53.35,4:11.06,4:29.09,4:47.10,5:05.52,5:22.75,5:40.38,5:58.77,6:17.22,6:34.25,6:52.09,7:09.97,7:29.05,7:46.67,8:03.88,8:20.70,8:38.11,8:54.61
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Mekides ABEBE,ETH,21.0,16.70,33.63,51.34,1:09.41,1:26.84,1:44.72,2:03.11,2:21.31,2:40.02,2:58.41,3:17.18,3:35.46,3:53.81,4:11.29,4:29.84,4:48.12,5:06.48,5:23.75,5:41.84,6:00.36,6:18.28,6:35.23,6:53.28,7:11.21,7:29.30,7:46.56,8:04.35,8:21.10,8:38.64,8:56.08
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Winfred Mutile YAVI,BRN,23.0,16.58,33.38,50.96,1:08.39,1:25.82,1:43.73,2:02.02,2:20.34,2:39.22,2:57.79,3:16.64,3:34.74,3:52.84,4:10.37,4:28.53,4:46.88,5:04.98,5:22.65,5:40.29,5:58.64,6:16.95,6:34.20,6:52.10,7:09.76,7:28.89,7:46.37,8:04.06,8:20.70,8:38.95,9:01.31
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Luiza GEGA,ALB,34.0,16.89,34.13,52.01,1:10.14,1:28.52,1:46.24,2:04.09,2:22.29,2:40.80,2:59.06,3:17.94,3:36.61,3:55.21,4:13.30,4:31.88,4:50.31,5:09.42,5:27.76,5:46.99,6:05.99,6:25.05,6:43.92,7:03.17,7:21.83,7:40.80,7:58.93,8:17.57,8:35.46,8:53.86,9:10.04
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Courtney FRERICHS,USA,30.0,16.94,34.03,51.45,1:09.40,1:27.37,1:45.18,2:03.41,2:21.96,2:40.57,2:58.75,3:17.53,3:36.05,3:54.75,4:12.62,4:31.44,4:49.73,5:09.30,5:27.65,5:46.55,6:05.59,6:24.93,6:43.86,7:02.69,7:21.50,7:40.48,7:58.22,8:17.00,8:35.33,8:53.62,9:10.59
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Aimee PRATT,GBR,25.0,17.95,34.95,52.85,1:11.45,1:29.55,1:47.59,2:05.71,2:24.06,2:42.80,3:01.28,3:20.21,3:39.24,3:57.90,4:16.78,4:36.16,4:55.47,5:14.84,5:34.04,5:53.93,6:13.49,6:32.32,6:50.48,7:09.22,7:27.87,7:46.79,8:04.58,8:22.90,8:40.45,8:58.76,9:15.64
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Emma COBURN,USA,32.0,16.70,33.76,51.32,1:08.88,1:26.04,1:43.89,2:02.18,2:20.58,2:39.40,2:57.96,3:16.68,3:34.79,3:52.96,4:10.91,4:29.21,4:47.38,5:06.16,5:24.40,5:43.30,6:02.28,6:21.44,6:40.38,6:59.51,7:19.06,7:38.71,7:58.19,8:18.01,8:37.90,8:57.94,9:16.49
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Marwa BOUZAYANI,TUN,25.0,17.45,34.64,52.34,1:10.00,1:27.74,1:45.62,2:03.82,2:22.33,2:41.02,2:59.48,3:18.29,3:37.09,3:55.69,4:14.16,4:33.15,4:51.73,5:11.14,5:29.83,5:49.44,6:08.95,6:28.44,6:47.46,7:07.17,7:26.78,7:46.39,8:05.46,8:25.04,8:44.34,9:03.29,9:20.92
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Alice FINOT,FRA,31.0,17.10,34.32,52.16,1:10.84,1:28.80,1:46.78,2:04.91,2:23.12,2:41.94,3:00.41,3:19.48,3:38.16,3:56.88,4:15.73,4:35.25,4:54.41,5:14.26,5:33.63,5:53.45,6:13.12,6:32.34,6:50.89,7:09.78,7:28.43,7:47.34,8:06.01,8:24.54,8:42.37,9:04.57,9:21.40
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Peruth CHEMUTAI,UGA,23.0,17.67,33.95,51.07,1:08.90,1:26.19,1:44.03,2:02.38,2:20.59,2:39.42,2:58.07,3:16.84,3:34.88,3:53.04,4:10.85,4:28.95,4:47.60,5:06.12,5:24.38,5:42.89,6:02.08,6:22.04,6:41.59,7:01.68,7:21.84,7:41.87,8:01.63,8:21.91,8:41.93,9:02.27,9:21.93
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Courtney WAYMENT,USA,24.0,17.30,34.18,51.78,1:09.49,1:27.31,1:45.09,2:03.23,2:21.69,2:40.24,2:58.50,3:17.48,3:35.98,3:54.02,4:12.52,4:31.16,4:49.65,5:08.61,5:27.56,5:46.59,6:05.74,6:25.08,6:44.36,7:03.79,7:23.26,7:42.99,8:02.41,8:22.32,8:42.29,9:03.22,9:22.37
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Celliphine Chepteek CHESPOL,KEN,23.0,17.61,34.29,51.51,1:09.43,1:26.87,1:44.56,2:02.77,2:21.34,2:40.35,2:58.42,3:17.33,3:35.63,3:53.90,4:11.66,4:30.20,4:48.91,5:07.84,5:26.70,5:45.94,6:05.42,6:24.87,6:45.07,7:05.54,7:25.96,7:46.28,8:06.33,8:26.61,8:46.82,9:07.52,9:27.34
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Maruša MIŠMAŠ ZRIMŠEK,SLO,28.0,17.21,34.45,52.03,1:10.86,1:28.50,1:46.26,2:04.55,2:22.76,2:41.62,2:59.90,3:18.82,3:37.49,3:56.45,4:15.26,4:34.80,4:54.04,5:13.96,5:33.52,5:53.89,6:14.37,6:34.76,6:55.35,7:16.29,7:37.14,7:58.08,8:18.52,8:39.93,9:00.71,9:21.81,9:40.78
outdoor,Oregon (USA),2022,20 July 2022,30,49,women,3000-metres-steeplechase,final,1.0,Gesa Felicitas KRAUSE,GER,30.0,17.63,34.84,52.78,1:11.72,1:30.31,1:49.11,2:08.04,2:27.21,2:46.63,3:05.96,3:25.62,3:45.51,4:05.42,4:25.27,4:45.36,5:05.20,5:25.24,5:45.42,6:06.09,6:26.97,6:47.94,7:09.11,7:30.25,7:51.55,8:11.96,8:32.65,8:53.64,9:14.12,9:33.74,9:52.66
