COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,REASON
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,2.0,2Adrián BEN,ESP,21.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,2.0,3Jamie WEBB,GBR,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,2.0,4Brannon KIDDER,USA,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,2.0,5Jamal HAIRANE,QAT,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,2.0,6Marc REUTHER,GER,23.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,2.0,Nijel AMOS,BOT,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,3.0,Brandon MCBRIDE,CAN,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,3.0,Abubaker Haydar ABDALLA,QAT,23.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,3.0,Pierre-Ambroise BOSSE,FRA,27.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,3.0,Mouad ZAHAFI,MAR,21.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,3.0,Peter BOL,AUS,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,3.0,Pol MOYA,AND,23.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,3.0,Ryan SÁNCHEZ,PUR,21.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,3.0,Roberto BELO AMARAL SOARES,TLS,17.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,4.0,Ferguson Cheruiyot ROTICH,KEN,30.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,4.0,Bryce HOPPEL,USA,22.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,4.0,Abdessalem AYOUNI,TUN,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,4.0,Oussama NABIL,MAR,24.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,4.0,Adam KSZCZOT,POL,30.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,4.0,Mohamed BELBACHIR,ALG,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,4.0,Mark ENGLISH,IRL,27.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,5.0,Emmanuel Kipkurui KORIR,KEN,24.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,5.0,Mostafa SMAILI,MAR,23.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,5.0,Wesley VÁZQUEZ,PUR,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,5.0,Yassine HETHAT,ALG,28.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,5.0,Kyle LANGFORD,GBR,24.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,5.0,Quamel PRINCE,GUY,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,5.0,Mohammed AL-SULEIMANI,OMA,18.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,5.0,Benjamín ENZEMA,GEQ,31.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,6.0,Elliot GILES,GBR,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,6.0,Clayton MURPHY,USA,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,6.0,Amel TUKA,BIH,29.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,6.0,Álvaro DE ARRIBA,ESP,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,6.0,Andrés ARROYO,PUR,24.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,6.0,Edose IBADIN,NGR,27.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,6.0,Musa HAJDARI,KOS,32.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,men,800-metres,heats,6.0,Samer Ali Saleh AL JOHAR,JOR,18.0,Disqualification
outdoor,Doha (QAT),2019,28 September 2019,25,74,women,800-metres,semi-final,1.0,Raevyn ROGERS,USA,23.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,74,women,800-metres,semi-final,1.0,Winnie NANYONDO,UGA,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,74,women,800-metres,semi-final,1.0,Olha LYAKHOVA,UKR,28.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,74,women,800-metres,semi-final,1.0,Lindsey BUTTERWORTH,CAN,27.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,74,women,800-metres,semi-final,1.0,Alexandra BELL,GBR,27.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,74,women,800-metres,semi-final,1.0,Halima HACHLAF,MAR,31.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,74,women,800-metres,semi-final,1.0,Katharina TROST,GER,24.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,74,women,800-metres,semi-final,1.0,Līga VELVERE,LAT,30.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,2.0,Ajee WILSON,USA,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,2.0,Rababe ARAFI,MAR,29.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,2.0,Hedda HYNNE,NOR,30.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,2.0,Rose Mary ALMANZA,CUB,27.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,2.0,Natal PRISHCHEPA,UKR,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,2.0,Diribe WELTEJI,ETH,17.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,2.0,Chunyu WANG,CHN,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,2.0,Shelayna OSKAN-CLARKE,GBR,30.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,3.0,Halimah NAKAAYI,UGA,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,3.0,Eunice Jepkoech SUM,KEN,31.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,3.0,Ce'Aira BROWN,USA,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,3.0,Natoya GOULE,JAM,28.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,3.0,Noélie YARIGO,BEN,34.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,3.0,Renelle LAMOTE,FRA,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,3.0,Anna SABAT,POL,26.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,800-metres,semi-final,3.0,Morgan MITCHELL,AUS,25.0,Missing time split
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Alina REH,GER,22.0,Did not finish
outdoor,Doha (QAT),2019,28 September 2019,25,67,women,10000-metres,final,1.0,Netsanet GUDETA,ETH,29.0,Did not finish
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,1.0,Wesley VÁZQUEZ,PUR,26.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,1.0,Ferguson Cheruiyot ROTICH,KEN,30.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,1.0,Clayton MURPHY,USA,25.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,1.0,Adrián BEN,ESP,21.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,1.0,Elliot GILES,GBR,25.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,1.0,Adam KSZCZOT,POL,30.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,1.0,Abdessalem AYOUNI,TUN,25.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,1.0,Abubaker Haydar ABDALLA,QAT,23.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,2.0,Donavan BRAZIER,USA,22.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,2.0,Marco AROP,CAN,21.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,2.0,Emmanuel Kipkurui KORIR,KEN,24.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,2.0,Brannon KIDDER,USA,26.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,2.0,Mostafa SMAILI,MAR,23.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,2.0,Tshepo TSHITE,RSA,23.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,2.0,Yassine HETHAT,ALG,28.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,2.0,Jamie WEBB,GBR,25.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,3.0,Amel TUKA,BIH,29.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,3.0,Bryce HOPPEL,USA,22.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,3.0,Álvaro DE ARRIBA,ESP,25.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,3.0,Brandon MCBRIDE,CAN,25.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,3.0,Kyle LANGFORD,GBR,24.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,3.0,Ngeno KIPNGETICH,KEN,19.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,3.0,Pierre-Ambroise BOSSE,FRA,27.0,Missing time split
outdoor,Doha (QAT),2019,29 September 2019,,71,men,800-metres,semi-final,3.0,Oussama NABIL,MAR,24.0,Disqualification
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Filip INGEBRIGTSEN,NOR,26.0,Did not finish
outdoor,Doha (QAT),2019,30 September 2019,27,76,women,800-metres,final,1.0,Halimah NAKAAYI,UGA,25.0,Missing time split
outdoor,Doha (QAT),2019,30 September 2019,27,76,women,800-metres,final,1.0,Raevyn ROGERS,USA,23.0,Missing time split
outdoor,Doha (QAT),2019,30 September 2019,27,76,women,800-metres,final,1.0,Ajee WILSON,USA,25.0,Missing time split
outdoor,Doha (QAT),2019,30 September 2019,27,76,women,800-metres,final,1.0,Winnie NANYONDO,UGA,26.0,Missing time split
outdoor,Doha (QAT),2019,30 September 2019,27,76,women,800-metres,final,1.0,Eunice Jepkoech SUM,KEN,31.0,Missing time split
outdoor,Doha (QAT),2019,30 September 2019,27,76,women,800-metres,final,1.0,Natoya GOULE,JAM,29.0,Missing time split
outdoor,Doha (QAT),2019,30 September 2019,27,76,women,800-metres,final,1.0,Rababe ARAFI,MAR,29.0,Missing time split
outdoor,Doha (QAT),2019,30 September 2019,27,76,women,800-metres,final,1.0,Ce'Aira BROWN,USA,26.0,Missing time split
outdoor,Doha (QAT),2019,1 October 2019,25,53,men,800-metres,final,1.0,Donavan BRAZIER,USA,22.0,Missing time split
outdoor,Doha (QAT),2019,1 October 2019,25,53,men,800-metres,final,1.0,Amel TUKA,BIH,29.0,Missing time split
outdoor,Doha (QAT),2019,1 October 2019,25,53,men,800-metres,final,1.0,Ferguson Cheruiyot ROTICH,KEN,30.0,Missing time split
outdoor,Doha (QAT),2019,1 October 2019,25,53,men,800-metres,final,1.0,Bryce HOPPEL,USA,22.0,Missing time split
outdoor,Doha (QAT),2019,1 October 2019,25,53,men,800-metres,final,1.0,Wesley VÁZQUEZ,PUR,26.0,Missing time split
outdoor,Doha (QAT),2019,1 October 2019,25,53,men,800-metres,final,1.0,Adrián BEN,ESP,21.0,Missing time split
outdoor,Doha (QAT),2019,1 October 2019,25,53,men,800-metres,final,1.0,Marco AROP,CAN,21.0,Missing time split
outdoor,Doha (QAT),2019,1 October 2019,25,53,men,800-metres,final,1.0,Clayton MURPHY,USA,25.0,Missing time split
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Maureen KOSTER,NED,27.0,Did not finish
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Karoline Bjerkeli GRØVDAL,NOR,29.0,Did not finish
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Tigist GASHAW,BRN,23.0,Did not finish
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Rabii DOUKKANA,FRA,32.0,Missing time split
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Brahim KAAZOUZI,MAR,29.0,Missing time split
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Samuel TEFERA,ETH,20.0,Did not finish
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Aron KIFLE,ERI,22.0,Missing time split
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Thierry NDIKUMWENAYO,BDI,23.0,Did not finish
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Julien WANDERS,SUI,24.0,Did not finish
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Hassan CHANI,BRN,31.0,Did not finish
indoor,,2025,21 March 2025,,,women,800-metres,heats,1.0,Habitam ALEMU,ETH,28.0,Incoherent splits
indoor,,2025,21 March 2025,,,men,800-metres,heats,1.0,Jakub DUDYCHA,CZE,20.0,Missing time split
indoor,,2025,21 March 2025,,,men,800-metres,heats,1.0,Alex Ngeno KIPNGETICH,KEN,25.0,Missing time split
indoor,,2025,21 March 2025,,,men,800-metres,heats,1.0,Patryk SIERADZKI,POL,26.0,Missing time split
indoor,,2025,21 March 2025,,,men,800-metres,heats,1.0,Moad ZAHAFI,MAR,27.0,Missing time split
indoor,,2025,21 March 2025,,,men,800-metres,heats,1.0,Guilherme ORENHAS,BRA,27.0,Did not finish
indoor,,2025,22 March 2025,,,women,3000-metres,final,1.0,Metres Women Final (CHN),(CHN),,Missing time split
indoor,,2025,22 March 2025,,,men,3000-metres,final,1.0,Metres Men Final (CHN),(CHN),,Missing time split
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,2.0,Claudia Mihaela BOBOCEA,ROU,32.0,Did not finish
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,3.0,Biniam MEHARY,ETH,17.0,Incoherent splits
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,3.0,Eduardo HERRERA,MEX,26.0,Incoherent splits
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,4.0,Callum ELSON,GBR,25.0,Did not finish
indoor,FinalGlasgow (GBR),2024,2 March 2024,,,men,800-metres,semi-final,2.0,Mohamed Ali GOUANED,ALG,22.0,Did not finish
indoor,Glasgow (GBR),2024,2 March 2024,,,women,3000-metres,final,1.0,Emeline IMANIZABAYO,RWA,28.0,Missing time split
indoor,Glasgow (GBR),2024,3 March 2024,,,men,800-metres,final,1.0,Benjamin ROBERT,FRA,26.0,Disqualification
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Vincent Kibet KETER,KEN,22.0,Missing time split
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,3.0,Gudaf TSEGAY,ETH,25.0,Missing time split
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,3.0,Lucia STAFFORD,CAN,24.0,Missing time split
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,3.0,Sara KUIVISTO,FIN,31.0,Missing time split
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,3.0,Heather MACLEAN,USA,27.0,Missing time split
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,3.0,Marta PÉREZ,ESP,29.0,Missing time split
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,3.0,Nozomi TANAKA,JPN,23.0,Missing time split
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,3.0,Amna BAKHIT BARSHAM,SUD,31.0,Missing time split
indoor,Belgrade (SRB),2022,18 March 2022,,,men,800-metres,heats,2.0,Elliot GILES,GBR,28.0,Missing time split
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,2.0,Ali Moussa BARAK,CHA,24.0,Did not finish
indoor,Belgrade (SRB),2022,18 March 2022,,,men,3000-metres,heats,3.0,Fernando Daniel MARTÍNEZ,MEX,29.0,Incoherent splits
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Lauren RYAN,AUS,24.0,Incoherent splits
indoor,Belgrade (SRB),2022,18 March 2022,,,women,3000-metres,final,1.0,Jhoselyn CAMARGO ALIAGA,BOL,26.0,Incoherent splits
indoor,Belgrade (SRB),2022,19 March 2022,,,women,800-metres,heats,2.0,Keely HODGKINSON,GBR,20.0,Missing time split
indoor,Belgrade (SRB),2022,20 March 2022,,,men,3000-metres,final,1.0,Isaac KIMELI,BEL,28.0,Missing time split
